Created as New Dataset,Sample 004 By CHEM 370 Date Monday, March 02 2020
cm-1,A
3139.00,0.0067
3138.00,0.0066
3137.00,0.0066
3136.00,0.0065
3135.00,0.0064
3134.00,0.0063
3133.00,0.0062
3132.00,0.0062
3131.00,0.0063
3130.00,0.0062
3129.00,0.0062
3128.00,0.0061
3127.00,0.0060
3126.00,0.0059
3125.00,0.0058
3124.00,0.0058
3123.00,0.0057
3122.00,0.0057
3121.00,0.0056
3120.00,0.0056
3119.00,0.0056
3118.00,0.0056
3117.00,0.0055
3116.00,0.0055
3115.00,0.0054
3114.00,0.0054
3113.00,0.0053
3112.00,0.0053
3111.00,0.0052
3110.00,0.0052
3109.00,0.0052
3108.00,0.0052
3107.00,0.0052
3106.00,0.0052
3105.00,0.0052
3104.00,0.0052
3103.00,0.0052
3102.00,0.0052
3101.00,0.0052
3100.00,0.0052
3099.00,0.0051
3098.00,0.0050
3097.00,0.0050
3096.00,0.0050
3095.00,0.0050
3094.00,0.0050
3093.00,0.0050
3092.00,0.0050
3091.00,0.0050
3090.00,0.0050
3089.00,0.0050
3088.00,0.0050
3087.00,0.0050
3086.00,0.0050
3085.00,0.0050
3084.00,0.0050
3083.00,0.0050
3082.00,0.0050
3081.00,0.0050
3080.00,0.0050
3079.00,0.0050
3078.00,0.0050
3077.00,0.0050
3076.00,0.0050
3075.00,0.0050
3074.00,0.0050
3073.00,0.0050
3072.00,0.0050
3071.00,0.0050
3070.00,0.0050
3069.00,0.0051
3068.00,0.0051
3067.00,0.0051
3066.00,0.0051
3065.00,0.0052
3064.00,0.0052
3063.00,0.0052
3062.00,0.0053
3061.00,0.0053
3060.00,0.0053
3059.00,0.0052
3058.00,0.0052
3057.00,0.0052
3056.00,0.0051
3055.00,0.0051
3054.00,0.0051
3053.00,0.0051
3052.00,0.0051
3051.00,0.0051
3050.00,0.0052
3049.00,0.0053
3048.00,0.0053
3047.00,0.0053
3046.00,0.0054
3045.00,0.0054
3044.00,0.0054
3043.00,0.0054
3042.00,0.0055
3041.00,0.0055
3040.00,0.0056
3039.00,0.0056
3038.00,0.0056
3037.00,0.0056
3036.00,0.0055
3035.00,0.0055
3034.00,0.0055
3033.00,0.0054
3032.00,0.0054
3031.00,0.0054
3030.00,0.0054
3029.00,0.0055
3028.00,0.0055
3027.00,0.0056
3026.00,0.0056
3025.00,0.0057
3024.00,0.0058
3023.00,0.0058
3022.00,0.0059
3021.00,0.0060
3020.00,0.0062
3019.00,0.0063
3018.00,0.0065
3017.00,0.0067
3016.00,0.0069
3015.00,0.0071
3014.00,0.0073
3013.00,0.0076
3012.00,0.0078
3011.00,0.0080
3010.00,0.0082
3009.00,0.0085
3008.00,0.0087
3007.00,0.0089
3006.00,0.0092
3005.00,0.0095
3004.00,0.0098
3003.00,0.0102
3002.00,0.0105
3001.00,0.0110
3000.00,0.0115
2999.00,0.0120
2998.00,0.0126
2997.00,0.0132
2996.00,0.0139
2995.00,0.0147
2994.00,0.0156
2993.00,0.0165
2992.00,0.0176
2991.00,0.0188
2990.00,0.0201
2989.00,0.0214
2988.00,0.0229
2987.00,0.0245
2986.00,0.0261
2985.00,0.0279
2984.00,0.0297
2983.00,0.0317
2982.00,0.0337
2981.00,0.0357
2980.00,0.0378
2979.00,0.0397
2978.00,0.0417
2977.00,0.0435
2976.00,0.0452
2975.00,0.0468
2974.00,0.0482
2973.00,0.0494
2972.00,0.0504
2971.00,0.0511
2970.00,0.0516
2969.00,0.0519
2968.00,0.0520
2967.00,0.0520
2966.00,0.0519
2965.00,0.0518
2964.00,0.0516
2963.00,0.0515
2962.00,0.0513
2961.00,0.0512
2960.00,0.0511
2959.00,0.0511
2958.00,0.0511
2957.00,0.0512
2956.00,0.0513
2955.00,0.0514
2954.00,0.0515
2953.00,0.0516
2952.00,0.0516
2951.00,0.0516
2950.00,0.0515
2949.00,0.0515
2948.00,0.0514
2947.00,0.0513
2946.00,0.0513
2945.00,0.0514
2944.00,0.0515
2943.00,0.0516
2942.00,0.0518
2941.00,0.0521
2940.00,0.0524
2939.00,0.0528
2938.00,0.0533
2937.00,0.0538
2936.00,0.0542
2935.00,0.0546
2934.00,0.0550
2933.00,0.0554
2932.00,0.0558
2931.00,0.0562
2930.00,0.0565
2929.00,0.0568
2928.00,0.0571
2927.00,0.0573
2926.00,0.0575
2925.00,0.0576
2924.00,0.0577
2923.00,0.0578
2922.00,0.0579
2921.00,0.0579
2920.00,0.0580
2919.00,0.0580
2918.00,0.0580
2917.00,0.0581
2916.00,0.0581
2915.00,0.0582
2914.00,0.0583
2913.00,0.0584
2912.00,0.0586
2911.00,0.0588
2910.00,0.0590
2909.00,0.0592
2908.00,0.0594
2907.00,0.0597
2906.00,0.0599
2905.00,0.0602
2904.00,0.0604
2903.00,0.0607
2902.00,0.0609
2901.00,0.0612
2900.00,0.0614
2899.00,0.0616
2898.00,0.0619
2897.00,0.0621
2896.00,0.0624
2895.00,0.0627
2894.00,0.0631
2893.00,0.0635
2892.00,0.0640
2891.00,0.0644
2890.00,0.0649
2889.00,0.0654
2888.00,0.0659
2887.00,0.0664
2886.00,0.0670
2885.00,0.0676
2884.00,0.0682
2883.00,0.0688
2882.00,0.0694
2881.00,0.0701
2880.00,0.0708
2879.00,0.0713
2878.00,0.0719
2877.00,0.0723
2876.00,0.0726
2875.00,0.0729
2874.00,0.0729
2873.00,0.0728
2872.00,0.0725
2871.00,0.0720
2870.00,0.0714
2869.00,0.0705
2868.00,0.0695
2867.00,0.0683
2866.00,0.0669
2865.00,0.0654
2864.00,0.0638
2863.00,0.0621
2862.00,0.0604
2861.00,0.0585
2860.00,0.0567
2859.00,0.0548
2858.00,0.0529
2857.00,0.0510
2856.00,0.0492
2855.00,0.0475
2854.00,0.0458
2853.00,0.0443
2852.00,0.0428
2851.00,0.0413
2850.00,0.0399
2849.00,0.0387
2848.00,0.0375
2847.00,0.0364
2846.00,0.0353
2845.00,0.0344
2844.00,0.0336
2843.00,0.0328
2842.00,0.0320
2841.00,0.0313
2840.00,0.0306
2839.00,0.0300
2838.00,0.0294
2837.00,0.0288
2836.00,0.0282
2835.00,0.0276
2834.00,0.0270
2833.00,0.0264
2832.00,0.0258
2831.00,0.0251
2830.00,0.0245
2829.00,0.0239
2828.00,0.0233
2827.00,0.0227
2826.00,0.0222
2825.00,0.0217
2824.00,0.0213
2823.00,0.0208
2822.00,0.0204
2821.00,0.0200
2820.00,0.0196
2819.00,0.0192
2818.00,0.0189
2817.00,0.0185
2816.00,0.0182
2815.00,0.0179
2814.00,0.0176
2813.00,0.0173
2812.00,0.0170
2811.00,0.0167
2810.00,0.0164
2809.00,0.0161
2808.00,0.0158
2807.00,0.0156
2806.00,0.0153
2805.00,0.0150
2804.00,0.0147
2803.00,0.0144
2802.00,0.0141
2801.00,0.0138
2800.00,0.0136
2799.00,0.0133
2798.00,0.0130
2797.00,0.0127
2796.00,0.0125
2795.00,0.0123
2794.00,0.0121
2793.00,0.0119
2792.00,0.0116
2791.00,0.0114
2790.00,0.0113
2789.00,0.0111
2788.00,0.0109
2787.00,0.0108
2786.00,0.0106
2785.00,0.0104
2784.00,0.0103
2783.00,0.0101
2782.00,0.0100
2781.00,0.0098
2780.00,0.0097
2779.00,0.0095
2778.00,0.0094
2777.00,0.0093
2776.00,0.0092
2775.00,0.0091
2774.00,0.0090
2773.00,0.0089
2772.00,0.0089
2771.00,0.0088
2770.00,0.0088
2769.00,0.0087
2768.00,0.0086
2767.00,0.0085
2766.00,0.0085
2765.00,0.0084
2764.00,0.0084
2763.00,0.0083
2762.00,0.0083
2761.00,0.0082
2760.00,0.0082
2759.00,0.0082
2758.00,0.0082
2757.00,0.0082
2756.00,0.0082
2755.00,0.0082
2754.00,0.0081
2753.00,0.0082
2752.00,0.0082
2751.00,0.0082
2750.00,0.0082
2749.00,0.0081
2748.00,0.0081
2747.00,0.0081
2746.00,0.0081
2745.00,0.0081
2744.00,0.0081
2743.00,0.0080
2742.00,0.0080
2741.00,0.0080
2740.00,0.0080
2739.00,0.0080
2738.00,0.0079
2737.00,0.0079
2736.00,0.0079
2735.00,0.0079
2734.00,0.0079
2733.00,0.0079
2732.00,0.0078
2731.00,0.0078
2730.00,0.0078
2729.00,0.0078
2728.00,0.0077
2727.00,0.0077
2726.00,0.0077
2725.00,0.0077
2724.00,0.0076
2723.00,0.0076
2722.00,0.0075
2721.00,0.0074
2720.00,0.0074
2719.00,0.0073
2718.00,0.0072
2717.00,0.0072
2716.00,0.0071
2715.00,0.0070
2714.00,0.0069
2713.00,0.0068
2712.00,0.0067
2711.00,0.0066
2710.00,0.0066
2709.00,0.0065
2708.00,0.0065
2707.00,0.0064
2706.00,0.0064
2705.00,0.0063
2704.00,0.0062
2703.00,0.0061
2702.00,0.0060
2701.00,0.0060
2700.00,0.0059
2699.00,0.0059
2698.00,0.0058
2697.00,0.0058
2696.00,0.0057
2695.00,0.0056
2694.00,0.0055
2693.00,0.0054
2692.00,0.0053
2691.00,0.0052
2690.00,0.0052
2689.00,0.0051
2688.00,0.0050
2687.00,0.0049
2686.00,0.0049
2685.00,0.0048
2684.00,0.0048
2683.00,0.0047
2682.00,0.0047
2681.00,0.0046
2680.00,0.0046
2679.00,0.0045
2678.00,0.0045
2677.00,0.0044
2676.00,0.0043
2675.00,0.0043
2674.00,0.0043
2673.00,0.0043
2672.00,0.0042
2671.00,0.0042
2670.00,0.0041
2669.00,0.0041
2668.00,0.0040
2667.00,0.0040
2666.00,0.0040
2665.00,0.0040
2664.00,0.0040
2663.00,0.0039
2662.00,0.0039
2661.00,0.0039
2660.00,0.0038
2659.00,0.0038
2658.00,0.0038
2657.00,0.0038
2656.00,0.0038
2655.00,0.0038
2654.00,0.0037
2653.00,0.0037
2652.00,0.0037
2651.00,0.0036
2650.00,0.0036
2649.00,0.0036
2648.00,0.0036
2647.00,0.0036
2646.00,0.0036
2645.00,0.0036
2644.00,0.0036
2643.00,0.0035
2642.00,0.0035
2641.00,0.0035
2640.00,0.0035
2639.00,0.0035
2638.00,0.0035
2637.00,0.0034
2636.00,0.0034
2635.00,0.0034
2634.00,0.0034
2633.00,0.0034
2632.00,0.0034
2631.00,0.0034
2630.00,0.0034
2629.00,0.0034
2628.00,0.0034
2627.00,0.0034
2626.00,0.0033
2625.00,0.0032
2624.00,0.0032
2623.00,0.0032
2622.00,0.0032
2621.00,0.0033
2620.00,0.0033
2619.00,0.0032
2618.00,0.0032
2617.00,0.0032
2616.00,0.0032
2615.00,0.0031
2614.00,0.0032
2613.00,0.0032
2612.00,0.0031
2611.00,0.0031
2610.00,0.0031
