"Data Set 1, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 1, Fl Ex @ 405 nm:Fluorescence","Data Set 2, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 2, Fl Ex @ 405 nm:Fluorescence","Data Set 3, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 3, Fl Ex @ 405 nm:Fluorescence","Data Set 4, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 4, Fl Ex @ 405 nm:Fluorescence","Data Set 5, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 5, Fl Ex @ 405 nm:Fluorescence","Data Set 6, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 6, Fl Ex @ 405 nm:Fluorescence","Data Set 7, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 7, Fl Ex @ 405 nm:Fluorescence","Data Set 8, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 8, Fl Ex @ 405 nm:Fluorescence","Data Set 9, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 9, Fl Ex @ 405 nm:Fluorescence","Data Set 10, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 10, Fl Ex @ 405 nm:Fluorescence"
742.2,-0.001,742.2,-0.001,742.2,-0.000,742.2,-0.001,742.2,-0.001,742.2,-0.000,742.2,-0.000,742.2,-0.001,742.2,-0.001,742.2,-0.000
743.0,-0.001,743.0,-0.001,743.0,-0.000,743.0,-0.000,743.0,-0.001,743.0,-0.000,743.0,0.000,743.0,-0.001,743.0,-0.001,743.0,-0.001
743.8,-0.000,743.8,-0.000,743.8,-0.000,743.8,0.000,743.8,-0.000,743.8,-0.000,743.8,0.000,743.8,-0.000,743.8,-0.001,743.8,-0.000
744.6,-0.000,744.6,-0.000,744.6,-0.001,744.6,-0.000,744.6,-0.000,744.6,-0.000,744.6,0.000,744.6,0.000,744.6,-0.001,744.6,-0.000
745.3,0.000,745.3,0.000,745.3,-0.000,745.3,-0.001,745.3,-0.000,745.3,0.000,745.3,0.000,745.3,0.000,745.3,-0.000,745.3,-0.000
746.1,0.001,746.1,-0.000,746.1,-0.000,746.1,-0.001,746.1,0.001,746.1,0.000,746.1,0.001,746.1,0.000,746.1,0.001,746.1,-0.000
746.9,-0.000,746.9,-0.000,746.9,0.000,746.9,-0.001,746.9,0.000,746.9,0.000,746.9,0.001,746.9,-0.000,746.9,0.000,746.9,-0.001
747.6,-0.001,747.6,0.000,747.6,0.000,747.6,-0.001,747.6,0.000,747.6,0.000,747.6,0.000,747.6,0.000,747.6,-0.000,747.6,-0.000
748.4,-0.001,748.4,-0.000,748.4,0.000,748.4,-0.001,748.4,-0.000,748.4,-0.000,748.4,0.000,748.4,0.001,748.4,-0.000,748.4,-0.000
749.2,-0.000,749.2,-0.001,749.2,0.001,749.2,-0.001,749.2,0.000,749.2,0.000,749.2,0.001,749.2,0.000,749.2,0.000,749.2,-0.000
750.0,-0.000,750.0,-0.001,750.0,0.001,750.0,-0.000,750.0,0.000,750.0,0.000,750.0,0.001,750.0,0.000,750.0,0.000,750.0,-0.001
750.7,-0.000,750.7,-0.001,750.7,0.001,750.7,0.000,750.7,-0.000,750.7,0.000,750.7,0.000,750.7,0.000,750.7,0.000,750.7,-0.001
751.5,-0.000,751.5,0.000,751.5,0.000,751.5,0.000,751.5,-0.000,751.5,0.000,751.5,0.000,751.5,0.000,751.5,-0.000,751.5,-0.001
752.3,0.000,752.3,-0.001,752.3,-0.001,752.3,0.000,752.3,-0.001,752.3,0.000,752.3,-0.000,752.3,0.000,752.3,-0.000,752.3,-0.000
753.0,-0.000,753.0,-0.001,753.0,-0.000,753.0,0.000,753.0,-0.000,753.0,-0.001,753.0,0.000,753.0,0.000,753.0,0.000,753.0,0.000
753.8,0.000,753.8,-0.001,753.8,0.000,753.8,0.001,753.8,-0.000,753.8,-0.001,753.8,0.000,753.8,0.000,753.8,0.001,753.8,-0.000
754.6,-0.001,754.6,-0.001,754.6,-0.000,754.6,-0.001,754.6,-0.000,754.6,-0.001,754.6,-0.000,754.6,-0.001,754.6,-0.000,754.6,-0.001
755.4,-0.000,755.4,-0.001,755.4,-0.000,755.4,-0.001,755.4,-0.000,755.4,-0.001,755.4,-0.001,755.4,-0.001,755.4,-0.000,755.4,-0.001
756.1,-0.001,756.1,-0.001,756.1,-0.000,756.1,-0.002,756.1,-0.001,756.1,-0.001,756.1,-0.001,756.1,-0.001,756.1,-0.001,756.1,-0.000
756.9,-0.001,756.9,-0.000,756.9,0.000,756.9,-0.001,756.9,-0.000,756.9,0.000,756.9,-0.001,756.9,-0.000,756.9,-0.001,756.9,-0.001
757.7,-0.001,757.7,-0.000,757.7,0.000,757.7,-0.000,757.7,0.000,757.7,0.001,757.7,0.000,757.7,0.000,757.7,-0.001,757.7,-0.001
758.4,-0.000,758.4,-0.001,758.4,0.000,758.4,-0.000,758.4,-0.000,758.4,0.001,758.4,0.000,758.4,0.000,758.4,-0.001,758.4,-0.001
759.2,0.000,759.2,-0.000,759.2,0.000,759.2,0.000,759.2,-0.000,759.2,0.001,759.2,0.001,759.2,0.000,759.2,-0.001,759.2,-0.001
760.0,0.000,760.0,-0.001,760.0,0.000,760.0,-0.001,760.0,-0.000,760.0,0.001,760.0,0.000,760.0,-0.000,760.0,-0.001,760.0,-0.001
760.8,-0.000,760.8,-0.000,760.8,0.001,760.8,-0.000,760.8,-0.000,760.8,0.001,760.8,0.001,760.8,0.001,760.8,-0.000,760.8,-0.000
761.5,-0.001,761.5,-0.001,761.5,0.001,761.5,-0.001,761.5,-0.001,761.5,0.001,761.5,-0.000,761.5,0.000,761.5,0.000,761.5,-0.001
762.3,-0.001,762.3,0.000,762.3,0.001,762.3,-0.000,762.3,-0.000,762.3,0.001,762.3,0.000,762.3,0.001,762.3,0.000,762.3,0.000
763.1,0.000,763.1,0.000,763.1,0.000,763.1,-0.000,763.1,0.000,763.1,0.000,763.1,-0.000,763.1,0.000,763.1,0.000,763.1,-0.000
763.8,0.000,763.8,-0.000,763.8,-0.000,763.8,0.000,763.8,0.001,763.8,0.000,763.8,0.000,763.8,0.000,763.8,-0.001,763.8,-0.000
764.6,-0.001,764.6,-0.001,764.6,-0.001,764.6,-0.001,764.6,-0.000,764.6,-0.000,764.6,-0.001,764.6,-0.000,764.6,-0.001,764.6,-0.001
765.4,-0.001,765.4,-0.001,765.4,-0.001,765.4,-0.001,765.4,-0.000,765.4,-0.000,765.4,-0.001,765.4,-0.001,765.4,-0.001,765.4,-0.001
766.2,-0.001,766.2,0.000,766.2,0.000,766.2,-0.001,766.2,-0.000,766.2,-0.000,766.2,-0.000,766.2,-0.000,766.2,-0.000,766.2,-0.001
766.9,-0.001,766.9,-0.000,766.9,0.000,766.9,-0.001,766.9,-0.000,766.9,0.000,766.9,-0.000,766.9,-0.001,766.9,-0.001,766.9,-0.001
767.7,-0.000,767.7,-0.000,767.7,0.000,767.7,-0.000,767.7,0.000,767.7,0.000,767.7,-0.001,767.7,-0.000,767.7,0.000,767.7,-0.001
768.5,-0.000,768.5,-0.001,768.5,0.000,768.5,-0.000,768.5,-0.000,768.5,0.001,768.5,0.000,768.5,0.000,768.5,0.000,768.5,-0.001
769.2,0.000,769.2,-0.001,769.2,0.001,769.2,-0.000,769.2,-0.001,769.2,0.001,769.2,0.001,769.2,0.001,769.2,0.001,769.2,-0.000
770.0,-0.001,770.0,-0.000,770.0,0.000,770.0,-0.001,770.0,-0.001,770.0,0.001,770.0,0.001,770.0,-0.000,770.0,0.000,770.0,-0.001
770.8,-0.001,770.8,-0.001,770.8,-0.000,770.8,-0.001,770.8,-0.001,770.8,0.001,770.8,0.000,770.8,-0.000,770.8,-0.000,770.8,-0.001
771.6,-0.001,771.6,-0.000,771.6,0.000,771.6,-0.000,771.6,-0.001,771.6,0.000,771.6,0.000,771.6,0.000,771.6,0.000,771.6,-0.001
772.3,0.000,772.3,-0.000,772.3,0.000,772.3,0.000,772.3,-0.000,772.3,0.000,772.3,0.000,772.3,0.001,772.3,0.000,772.3,-0.000
773.1,-0.000,773.1,-0.000,773.1,0.001,773.1,0.000,773.1,-0.000,773.1,-0.000,773.1,-0.000,773.1,0.001,773.1,0.000,773.1,-0.001
773.9,-0.000,773.9,-0.000,773.9,0.001,773.9,-0.000,773.9,0.001,773.9,0.000,773.9,-0.001,773.9,0.001,773.9,0.001,773.9,-0.001
774.7,-0.001,774.7,-0.000,774.7,0.000,774.7,-0.000,774.7,0.001,774.7,-0.000,774.7,-0.000,774.7,0.000,774.7,0.001,774.7,-0.001
775.4,-0.000,775.4,-0.000,775.4,-0.000,775.4,-0.001,775.4,0.001,775.4,0.000,775.4,0.000,775.4,0.000,775.4,0.000,775.4,-0.001
776.2,-0.001,776.2,-0.000,776.2,-0.001,776.2,-0.001,776.2,-0.000,776.2,0.000,776.2,0.001,776.2,-0.000,776.2,0.001,776.2,-0.000
777.0,-0.001,777.0,-0.001,777.0,-0.001,777.0,-0.002,777.0,-0.001,777.0,0.000,777.0,-0.000,777.0,-0.000,777.0,-0.000,777.0,-0.000
777.7,-0.001,777.7,-0.001,777.7,-0.000,777.7,-0.002,777.7,-0.001,777.7,-0.000,777.7,-0.000,777.7,0.000,777.7,-0.000,777.7,-0.000
778.5,-0.002,778.5,-0.002,778.5,0.001,778.5,-0.001,778.5,-0.001,778.5,-0.001,778.5,-0.001,778.5,-0.000,778.5,-0.001,778.5,-0.000
779.3,-0.001,779.3,-0.001,779.3,0.000,779.3,-0.001,779.3,-0.001,779.3,-0.001,779.3,0.000,779.3,0.000,779.3,-0.001,779.3,-0.001
780.1,-0.001,780.1,-0.001,780.1,-0.000,780.1,-0.001,780.1,-0.001,780.1,-0.001,780.1,0.000,780.1,-0.000,780.1,-0.001,780.1,-0.001
780.8,-0.001,780.8,-0.001,780.8,-0.001,780.8,-0.002,780.8,-0.001,780.8,-0.001,780.8,-0.000,780.8,-0.001,780.8,-0.001,780.8,-0.001
781.6,-0.001,781.6,-0.001,781.6,-0.000,781.6,-0.001,781.6,-0.000,781.6,0.000,781.6,0.000,781.6,0.000,781.6,-0.000,781.6,-0.000
782.4,-0.001,782.4,-0.000,782.4,0.000,782.4,-0.001,782.4,-0.000,782.4,0.001,782.4,0.001,782.4,0.001,782.4,-0.000,782.4,-0.000
783.1,-0.000,783.1,-0.000,783.1,0.000,783.1,-0.000,783.1,-0.000,783.1,0.001,783.1,0.001,783.1,0.001,783.1,-0.000,783.1,-0.000
783.9,0.000,783.9,0.000,783.9,0.000,783.9,-0.000,783.9,-0.000,783.9,0.001,783.9,0.001,783.9,0.001,783.9,-0.000,783.9,-0.001
784.7,0.001,784.7,-0.000,784.7,0.000,784.7,-0.000,784.7,-0.000,784.7,0.001,784.7,0.001,784.7,0.001,784.7,0.000,784.7,-0.001
785.5,0.000,785.5,-0.000,785.5,-0.000,785.5,-0.001,785.5,-0.001,785.5,-0.000,785.5,0.001,785.5,0.001,785.5,-0.000,785.5,-0.001
786.2,-0.001,786.2,-0.000,786.2,0.000,786.2,-0.001,786.2,-0.001,786.2,-0.001,786.2,-0.001,786.2,-0.001,786.2,-0.001,786.2,-0.000
787.0,-0.002,787.0,-0.001,787.0,-0.001,787.0,-0.001,787.0,-0.000,787.0,-0.001,787.0,-0.001,787.0,-0.001,787.0,-0.001,787.0,-0.001
787.8,-0.001,787.8,-0.001,787.8,-0.001,787.8,-0.000,787.8,0.000,787.8,0.000,787.8,-0.000,787.8,-0.001,787.8,-0.001,787.8,-0.001
788.5,-0.001,788.5,-0.001,788.5,-0.001,788.5,-0.000,788.5,-0.001,788.5,-0.000,788.5,-0.000,788.5,-0.001,788.5,-0.001,788.5,-0.002
789.3,-0.000,789.3,-0.001,789.3,-0.001,789.3,-0.000,789.3,-0.001,789.3,0.000,789.3,-0.000,789.3,-0.001,789.3,-0.001,789.3,-0.001
790.1,-0.000,790.1,-0.000,790.1,-0.001,790.1,-0.000,790.1,-0.001,790.1,0.000,790.1,-0.000,790.1,-0.001,790.1,-0.001,790.1,-0.000
790.9,-0.000,790.9,0.000,790.9,-0.000,790.9,-0.001,790.9,-0.001,790.9,0.001,790.9,-0.000,790.9,-0.001,790.9,-0.001,790.9,-0.000
791.6,0.000,791.6,0.000,791.6,0.000,791.6,-0.000,791.6,-0.000,791.6,0.001,791.6,-0.000,791.6,-0.000,791.6,-0.000,791.6,0.000
792.4,0.000,792.4,-0.000,792.4,0.000,792.4,-0.001,792.4,-0.000,792.4,0.000,792.4,0.000,792.4,0.000,792.4,0.000,792.4,-0.001
793.2,-0.000,793.2,-0.000,793.2,0.000,793.2,-0.001,793.2,-0.000,793.2,0.000,793.2,0.000,793.2,0.001,793.2,-0.000,793.2,-0.001
793.9,-0.001,793.9,-0.000,793.9,0.000,793.9,-0.001,793.9,-0.000,793.9,-0.000,793.9,0.001,793.9,0.000,793.9,-0.001,793.9,-0.001
794.7,-0.001,794.7,-0.001,794.7,-0.001,794.7,-0.001,794.7,-0.001,794.7,-0.000,794.7,0.000,794.7,-0.000,794.7,-0.001,794.7,-0.001
795.5,-0.000,795.5,-0.000,795.5,-0.000,795.5,-0.001,795.5,0.000,795.5,0.000,795.5,0.000,795.5,0.000,795.5,-0.001,795.5,-0.001
796.3,0.000,796.3,-0.000,796.3,-0.000,796.3,-0.000,796.3,0.000,796.3,0.001,796.3,-0.000,796.3,0.001,796.3,-0.001,796.3,-0.001
797.0,-0.000,797.0,-0.000,797.0,-0.000,797.0,-0.000,797.0,0.001,797.0,0.001,797.0,0.000,797.0,0.001,797.0,-0.000,797.0,-0.001
797.8,-0.001,797.8,-0.001,797.8,-0.001,797.8,-0.001,797.8,-0.000,797.8,0.001,797.8,-0.001,797.8,0.000,797.8,0.000,797.8,-0.001
798.6,-0.001,798.6,-0.001,798.6,-0.001,798.6,-0.001,798.6,-0.000,798.6,0.001,798.6,-0.000,798.6,-0.000,798.6,0.000,798.6,-0.001
799.3,-0.001,799.3,-0.002,799.3,-0.001,799.3,-0.001,799.3,-0.001,799.3,0.000,799.3,-0.001,799.3,-0.001,799.3,-0.000,799.3,-0.001
800.1,-0.001,800.1,-0.001,800.1,-0.001,800.1,-0.000,800.1,-0.001,800.1,0.000,800.1,-0.000,800.1,-0.001,800.1,-0.001,800.1,-0.001
800.9,-0.001,800.9,-0.001,800.9,-0.001,800.9,-0.000,800.9,-0.002,800.9,-0.001,800.9,-0.000,800.9,-0.001,800.9,-0.001,800.9,-0.001
801.7,-0.002,801.7,-0.001,801.7,-0.001,801.7,0.001,801.7,-0.001,801.7,0.000,801.7,0.000,801.7,-0.000,801.7,0.000,801.7,0.000
802.4,-0.001,802.4,-0.000,802.4,-0.000,802.4,0.000,802.4,-0.000,802.4,0.001,802.4,0.000,802.4,0.000,802.4,0.001,802.4,0.000
803.2,-0.000,803.2,0.000,803.2,0.001,803.2,0.000,803.2,0.001,803.2,0.002,803.2,0.000,803.2,0.001,803.2,0.001,803.2,0.000
804.0,0.000,804.0,0.001,804.0,0.000,804.0,-0.000,804.0,0.001,804.0,0.001,804.0,0.001,804.0,0.001,804.0,0.001,804.0,0.000
804.7,0.000,804.7,0.001,804.7,-0.000,804.7,0.000,804.7,0.000,804.7,0.001,804.7,0.000,804.7,0.001,804.7,0.000,804.7,0.000
805.5,-0.000,805.5,0.000,805.5,-0.001,805.5,-0.000,805.5,-0.000,805.5,0.001,805.5,0.000,805.5,-0.000,805.5,-0.001,805.5,0.000
806.3,-0.001,806.3,-0.001,806.3,-0.001,806.3,-0.000,806.3,-0.001,806.3,0.001,806.3,-0.000,806.3,-0.001,806.3,-0.001,806.3,-0.001
807.1,-0.001,807.1,-0.001,807.1,-0.001,807.1,-0.001,807.1,-0.002,807.1,0.000,807.1,-0.000,807.1,-0.001,807.1,-0.001,807.1,-0.001
807.8,-0.002,807.8,-0.001,807.8,-0.001,807.8,-0.002,807.8,-0.002,807.8,-0.001,807.8,-0.001,807.8,-0.001,807.8,-0.001,807.8,-0.001
808.6,-0.002,808.6,-0.001,808.6,-0.001,808.6,-0.001,808.6,-0.001,808.6,-0.000,808.6,-0.001,808.6,-0.001,808.6,-0.001,808.6,-0.001
809.4,-0.002,809.4,-0.000,809.4,-0.000,809.4,-0.000,809.4,-0.001,809.4,0.000,809.4,-0.000,809.4,-0.000,809.4,-0.001,809.4,-0.001
810.1,-0.001,810.1,0.000,810.1,-0.000,810.1,0.000,810.1,-0.001,810.1,-0.000,810.1,-0.000,810.1,0.000,810.1,-0.000,810.1,-0.001
810.9,-0.000,810.9,-0.000,810.9,-0.000,810.9,-0.000,810.9,-0.000,810.9,-0.000,810.9,-0.000,810.9,-0.000,810.9,-0.000,810.9,-0.001
811.7,-0.001,811.7,-0.001,811.7,-0.000,811.7,-0.001,811.7,-0.001,811.7,-0.000,811.7,0.000,811.7,-0.000,811.7,-0.001,811.7,-0.001
812.5,0.000,812.5,-0.001,812.5,0.000,812.5,-0.001,812.5,-0.000,812.5,0.001,812.5,0.000,812.5,0.000,812.5,-0.000,812.5,-0.000
813.2,-0.000,813.2,-0.001,813.2,-0.000,813.2,-0.001,813.2,-0.000,813.2,0.001,813.2,-0.000,813.2,-0.000,813.2,-0.000,813.2,-0.000
814.0,-0.000,814.0,-0.001,814.0,-0.000,814.0,-0.001,814.0,0.000,814.0,0.001,814.0,-0.000,814.0,-0.000,814.0,0.000,814.0,-0.000
814.8,0.000,814.8,-0.000,814.8,0.001,814.8,-0.001,814.8,0.000,814.8,0.001,814.8,-0.000,814.8,0.000,814.8,0.001,814.8,0.000
815.5,0.000,815.5,0.001,815.5,0.001,815.5,0.000,815.5,0.001,815.5,0.001,815.5,0.000,815.5,0.001,815.5,0.001,815.5,0.000
816.3,-0.000,816.3,-0.000,816.3,0.001,816.3,-0.000,816.3,-0.000,816.3,0.001,816.3,0.000,816.3,0.000,816.3,-0.000,816.3,-0.001
817.1,-0.001,817.1,-0.001,817.1,-0.000,817.1,-0.001,817.1,-0.001,817.1,0.001,817.1,0.000,817.1,-0.001,817.1,-0.000,817.1,-0.001
817.9,-0.001,817.9,-0.001,817.9,-0.001,817.9,-0.001,817.9,-0.001,817.9,-0.000,817.9,-0.000,817.9,-0.001,817.9,-0.001,817.9,-0.001
818.6,-0.000,818.6,-0.000,818.6,-0.000,818.6,0.000,818.6,-0.000,818.6,-0.000,818.6,0.000,818.6,-0.001,818.6,-0.000,818.6,-0.000
819.4,0.001,819.4,-0.000,819.4,0.000,819.4,0.001,819.4,-0.000,819.4,-0.000,819.4,-0.000,819.4,0.000,819.4,-0.001,819.4,0.000
820.2,0.001,820.2,-0.000,820.2,0.001,820.2,0.001,820.2,0.000,820.2,-0.000,820.2,0.001,820.2,0.001,820.2,0.000,820.2,0.000
820.9,0.000,820.9,-0.001,820.9,0.000,820.9,0.000,820.9,-0.000,820.9,-0.001,820.9,0.000,820.9,-0.000,820.9,-0.000,820.9,0.000
821.7,-0.001,821.7,-0.001,821.7,0.000,821.7,-0.000,821.7,0.001,821.7,-0.001,821.7,0.001,821.7,-0.000,821.7,0.000,821.7,0.000
822.5,-0.001,822.5,-0.000,822.5,0.000,822.5,-0.001,822.5,0.000,822.5,-0.000,822.5,0.000,822.5,-0.001,822.5,-0.000,822.5,-0.000
823.3,-0.001,823.3,0.000,823.3,0.000,823.3,-0.001,823.3,0.000,823.3,0.000,823.3,0.000,823.3,-0.000,823.3,-0.000,823.3,-0.001
824.0,-0.001,824.0,0.001,824.0,-0.000,824.0,-0.001,824.0,0.000,824.0,0.001,824.0,0.000,824.0,-0.001,824.0,-0.001,824.0,-0.001
824.8,-0.001,824.8,0.000,824.8,-0.000,824.8,-0.001,824.8,-0.000,824.8,0.000,824.8,-0.001,824.8,-0.000,824.8,-0.001,824.8,-0.002
825.6,-0.001,825.6,-0.001,825.6,-0.000,825.6,-0.000,825.6,-0.001,825.6,0.000,825.6,0.000,825.6,0.000,825.6,-0.000,825.6,-0.000
826.3,-0.001,826.3,-0.001,826.3,-0.000,826.3,-0.001,826.3,-0.001,826.3,0.000,826.3,-0.000,826.3,0.000,826.3,-0.000,826.3,-0.000
827.1,-0.000,827.1,-0.001,827.1,0.000,827.1,-0.000,827.1,-0.001,827.1,0.000,827.1,0.001,827.1,-0.000,827.1,0.000,827.1,0.001
827.9,0.000,827.9,-0.001,827.9,0.001,827.9,-0.000,827.9,-0.000,827.9,0.001,827.9,0.000,827.9,-0.001,827.9,0.001,827.9,0.001
828.7,0.000,828.7,-0.001,828.7,0.001,828.7,0.000,828.7,-0.000,828.7,0.000,828.7,0.001,828.7,-0.001,828.7,0.001,828.7,0.000
829.4,-0.000,829.4,-0.001,829.4,0.000,829.4,0.000,829.4,-0.000,829.4,-0.000,829.4,0.000,829.4,-0.001,829.4,0.000,829.4,-0.001
830.2,-0.000,830.2,-0.001,830.2,0.000,830.2,0.000,830.2,-0.000,830.2,-0.000,830.2,-0.000,830.2,-0.001,830.2,-0.001,830.2,-0.002
831.0,-0.000,831.0,-0.001,831.0,0.000,831.0,-0.000,831.0,0.000,831.0,-0.000,831.0,-0.000,831.0,-0.001,831.0,-0.001,831.0,-0.001
831.8,-0.001,831.8,-0.001,831.8,0.000,831.8,-0.001,831.8,0.000,831.8,-0.000,831.8,0.000,831.8,-0.000,831.8,-0.001,831.8,-0.001
832.6,-0.001,832.6,-0.001,832.6,-0.001,832.6,-0.001,832.6,-0.001,832.6,-0.001,832.6,-0.000,832.6,-0.001,832.6,-0.001,832.6,-0.001
833.4,-0.001,833.4,-0.001,833.4,-0.001,833.4,-0.001,833.4,-0.001,833.4,-0.001,833.4,-0.000,833.4,-0.000,833.4,-0.001,833.4,-0.002
834.2,0.000,834.2,-0.001,834.2,-0.001,834.2,-0.001,834.2,-0.002,834.2,-0.001,834.2,-0.000,834.2,-0.001,834.2,-0.001,834.2,-0.002
835.1,-0.000,835.1,-0.000,835.1,-0.000,835.1,-0.001,835.1,-0.001,835.1,-0.001,835.1,-0.000,835.1,-0.001,835.1,-0.000,835.1,-0.001
835.9,-0.000,835.9,-0.000,835.9,0.000,835.9,-0.000,835.9,-0.001,835.9,-0.000,835.9,-0.000,835.9,-0.001,835.9,0.000,835.9,-0.000
836.7,-0.001,836.7,-0.000,836.7,-0.000,836.7,-0.000,836.7,-0.000,836.7,-0.000,836.7,-0.000,836.7,-0.001,836.7,0.000,836.7,-0.000
837.6,0.000,837.6,0.000,837.6,0.000,837.6,0.000,837.6,0.001,837.6,0.001,837.6,0.000,837.6,0.000,837.6,0.001,837.6,-0.000
838.4,0.000,838.4,-0.000,838.4,-0.000,838.4,0.000,838.4,0.001,838.4,0.000,838.4,0.000,838.4,0.000,838.4,0.001,838.4,-0.000
839.2,0.000,839.2,-0.000,839.2,-0.000,839.2,0.000,839.2,0.001,839.2,0.001,839.2,-0.000,839.2,-0.000,839.2,0.000,839.2,-0.000
840.1,-0.001,840.1,-0.001,840.1,-0.001,840.1,-0.001,840.1,-0.000,840.1,0.000,840.1,-0.001,840.1,-0.001,840.1,-0.000,840.1,-0.000
840.9,-0.000,840.9,-0.000,840.9,-0.000,840.9,-0.000,840.9,-0.000,840.9,0.000,840.9,-0.001,840.9,-0.000,840.9,-0.000,840.9,-0.001
841.7,-0.000,841.7,0.000,841.7,0.000,841.7,0.000,841.7,-0.000,841.7,0.001,841.7,-0.000,841.7,-0.000,841.7,-0.000,841.7,-0.001
842.6,0.000,842.6,0.000,842.6,0.001,842.6,0.000,842.6,0.000,842.6,0.001,842.6,-0.000,842.6,-0.000,842.6,-0.000,842.6,-0.000
843.4,-0.000,843.4,0.000,843.4,0.001,843.4,0.000,843.4,0.001,843.4,0.001,843.4,0.001,843.4,-0.000,843.4,-0.000,843.4,0.000
844.2,-0.000,844.2,0.000,844.2,0.002,844.2,0.000,844.2,0.000,844.2,0.000,844.2,0.001,844.2,-0.000,844.2,-0.001,844.2,0.000
845.1,-0.001,845.1,0.000,845.1,0.001,845.1,0.000,845.1,-0.000,845.1,-0.000,845.1,0.001,845.1,-0.000,845.1,-0.001,845.1,-0.000
845.9,-0.001,845.9,-0.000,845.9,-0.000,845.9,-0.000,845.9,-0.001,845.9,-0.001,845.9,0.001,845.9,-0.000,845.9,-0.001,845.9,-0.001
846.7,-0.002,846.7,-0.001,846.7,-0.001,846.7,-0.001,846.7,-0.000,846.7,-0.001,846.7,-0.000,846.7,-0.001,846.7,-0.001,846.7,-0.002
847.6,-0.001,847.6,-0.001,847.6,-0.001,847.6,-0.001,847.6,-0.001,847.6,-0.001,847.6,-0.001,847.6,-0.001,847.6,-0.001,847.6,-0.002
848.4,-0.001,848.4,-0.001,848.4,-0.000,848.4,-0.000,848.4,-0.001,848.4,-0.000,848.4,-0.001,848.4,-0.000,848.4,-0.000,848.4,-0.001
849.2,0.000,849.2,-0.000,849.2,0.000,849.2,0.000,849.2,-0.000,849.2,0.000,849.2,0.000,849.2,0.000,849.2,0.000,849.2,-0.001
850.1,0.001,850.1,0.001,850.1,0.001,850.1,0.000,850.1,0.001,850.1,0.001,850.1,0.001,850.1,0.001,850.1,0.000,850.1,-0.001
850.9,-0.000,850.9,-0.000,850.9,0.001,850.9,-0.000,850.9,0.000,850.9,0.000,850.9,0.000,850.9,0.001,850.9,-0.000,850.9,-0.001
851.7,-0.000,851.7,-0.000,851.7,0.001,851.7,-0.000,851.7,0.000,851.7,0.001,851.7,0.000,851.7,0.000,851.7,-0.000,851.7,-0.001
852.6,-0.001,852.6,-0.001,852.6,0.000,852.6,-0.001,852.6,-0.001,852.6,0.000,852.6,-0.000,852.6,-0.000,852.6,-0.001,852.6,-0.001
853.4,-0.000,853.4,-0.000,853.4,0.000,853.4,-0.001,853.4,-0.001,853.4,0.000,853.4,0.000,853.4,-0.001,853.4,-0.001,853.4,-0.001
854.2,-0.000,854.2,-0.000,854.2,0.000,854.2,-0.000,854.2,-0.001,854.2,-0.000,854.2,0.001,854.2,-0.000,854.2,-0.001,854.2,-0.001
855.1,-0.001,855.1,-0.000,855.1,0.000,855.1,-0.001,855.1,-0.001,855.1,-0.000,855.1,-0.000,855.1,-0.000,855.1,-0.001,855.1,-0.002
855.9,-0.000,855.9,0.000,855.9,0.000,855.9,-0.001,855.9,-0.001,855.9,0.000,855.9,-0.000,855.9,-0.000,855.9,-0.001,855.9,-0.001
856.7,-0.000,856.7,0.000,856.7,0.001,856.7,-0.000,856.7,-0.001,856.7,-0.000,856.7,0.000,856.7,-0.000,856.7,-0.000,856.7,-0.001
857.6,-0.001,857.6,0.000,857.6,0.001,857.6,-0.001,857.6,-0.001,857.6,-0.001,857.6,-0.000,857.6,-0.001,857.6,-0.000,857.6,-0.001
858.4,-0.001,858.4,-0.000,858.4,0.000,858.4,-0.001,858.4,-0.001,858.4,-0.001,858.4,-0.001,858.4,-0.001,858.4,-0.001,858.4,-0.001
859.2,-0.002,859.2,-0.001,859.2,-0.001,859.2,-0.002,859.2,-0.002,859.2,-0.001,859.2,-0.002,859.2,-0.002,859.2,-0.002,859.2,-0.002
860.1,-0.001,860.1,-0.001,860.1,-0.001,860.1,-0.001,860.1,-0.001,860.1,-0.001,860.1,-0.000,860.1,-0.001,860.1,-0.001,860.1,-0.001
860.9,-0.001,860.9,-0.001,860.9,-0.001,860.9,-0.001,860.9,-0.002,860.9,-0.001,860.9,-0.001,860.9,-0.001,860.9,-0.001,860.9,-0.002
861.7,-0.002,861.7,-0.002,861.7,-0.001,861.7,-0.000,861.7,-0.001,861.7,-0.001,861.7,-0.001,861.7,-0.000,861.7,-0.001,861.7,-0.002
862.6,-0.001,862.6,-0.001,862.6,-0.000,862.6,-0.000,862.6,-0.001,862.6,-0.000,862.6,-0.001,862.6,-0.001,862.6,-0.001,862.6,-0.002
