"Data Set 1, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 1, Fl Ex @ 405 nm:Fluorescence","Data Set 2, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 2, Fl Ex @ 405 nm:Fluorescence","Data Set 3, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 3, Fl Ex @ 405 nm:Fluorescence","Data Set 4, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 4, Fl Ex @ 405 nm:Fluorescence","Data Set 5, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 5, Fl Ex @ 405 nm:Fluorescence","Data Set 6, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 6, Fl Ex @ 405 nm:Fluorescence","Data Set 7, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 7, Fl Ex @ 405 nm:Fluorescence","Data Set 8, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 8, Fl Ex @ 405 nm:Fluorescence","Data Set 9, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 9, Fl Ex @ 405 nm:Fluorescence","Data Set 10, Fl Ex @ 405 nm:Wavelength(nm)","Data Set 10, Fl Ex @ 405 nm:Fluorescence"
497.2,-0.002,497.2,-0.001,497.2,-0.001,497.2,0.053,497.2,0.172,497.2,0.296,497.2,0.424,497.2,0.553,497.2,0.087,497.2,0.153
498.1,-0.001,498.1,-0.001,498.1,0.000,498.1,0.052,498.1,0.167,498.1,0.290,498.1,0.419,498.1,0.544,498.1,0.085,498.1,0.149
498.9,-0.001,498.9,-0.001,498.9,0.000,498.9,0.051,498.9,0.164,498.9,0.285,498.9,0.411,498.9,0.536,498.9,0.083,498.9,0.147
499.7,-0.001,499.7,0.001,499.7,0.000,499.7,0.050,499.7,0.160,499.7,0.280,499.7,0.405,499.7,0.525,499.7,0.081,499.7,0.144
500.6,-0.000,500.6,0.001,500.6,-0.000,500.6,0.049,500.6,0.157,500.6,0.274,500.6,0.396,500.6,0.516,500.6,0.080,500.6,0.141
501.4,-0.000,501.4,0.001,501.4,0.001,501.4,0.047,501.4,0.155,501.4,0.271,501.4,0.392,501.4,0.509,501.4,0.079,501.4,0.139
502.2,-0.001,502.2,0.000,502.2,0.000,502.2,0.045,502.2,0.151,502.2,0.266,502.2,0.384,502.2,0.501,502.2,0.076,502.2,0.136
503.0,-0.001,503.0,0.000,503.0,0.000,503.0,0.044,503.0,0.148,503.0,0.259,503.0,0.378,503.0,0.490,503.0,0.073,503.0,0.133
503.9,-0.000,503.9,-0.000,503.9,-0.000,503.9,0.043,503.9,0.144,503.9,0.252,503.9,0.370,503.9,0.480,503.9,0.072,503.9,0.129
504.7,-0.000,504.7,-0.001,504.7,-0.001,504.7,0.042,504.7,0.142,504.7,0.246,504.7,0.362,504.7,0.470,504.7,0.071,504.7,0.125
505.5,0.000,505.5,-0.001,505.5,0.000,505.5,0.042,505.5,0.138,505.5,0.240,505.5,0.352,505.5,0.460,505.5,0.068,505.5,0.121
506.3,-0.000,506.3,-0.001,506.3,0.000,506.3,0.041,506.3,0.133,506.3,0.234,506.3,0.343,506.3,0.450,506.3,0.066,506.3,0.118
507.2,-0.000,507.2,-0.001,507.2,0.000,507.2,0.039,507.2,0.129,507.2,0.228,507.2,0.338,507.2,0.444,507.2,0.064,507.2,0.116
508.0,-0.000,508.0,-0.001,508.0,0.000,508.0,0.038,508.0,0.125,508.0,0.222,508.0,0.332,508.0,0.435,508.0,0.063,508.0,0.113
508.8,-0.001,508.8,-0.001,508.8,0.000,508.8,0.038,508.8,0.122,508.8,0.217,508.8,0.325,508.8,0.424,508.8,0.060,508.8,0.110
509.6,-0.000,509.6,0.000,509.6,0.000,509.6,0.037,509.6,0.119,509.6,0.213,509.6,0.318,509.6,0.415,509.6,0.058,509.6,0.107
510.5,-0.001,510.5,-0.000,510.5,0.000,510.5,0.036,510.5,0.116,510.5,0.210,510.5,0.311,510.5,0.407,510.5,0.057,510.5,0.104
511.3,-0.001,511.3,0.000,511.3,0.000,511.3,0.035,511.3,0.114,511.3,0.205,511.3,0.304,511.3,0.400,511.3,0.055,511.3,0.102
512.1,-0.001,512.1,0.000,512.1,0.000,512.1,0.034,512.1,0.110,512.1,0.198,512.1,0.296,512.1,0.389,512.1,0.054,512.1,0.099
512.9,-0.000,512.9,0.001,512.9,0.000,512.9,0.033,512.9,0.107,512.9,0.192,512.9,0.289,512.9,0.381,512.9,0.052,512.9,0.096
513.7,-0.001,513.7,0.000,513.7,-0.001,513.7,0.031,513.7,0.103,513.7,0.188,513.7,0.283,513.7,0.373,513.7,0.051,513.7,0.092
514.5,-0.001,514.5,-0.001,514.5,-0.001,514.5,0.031,514.5,0.100,514.5,0.183,514.5,0.276,514.5,0.364,514.5,0.050,514.5,0.089
515.3,-0.001,515.3,-0.001,515.3,-0.001,515.3,0.030,515.3,0.097,515.3,0.178,515.3,0.269,515.3,0.355,515.3,0.048,515.3,0.086
516.1,-0.001,516.1,-0.001,516.1,-0.000,516.1,0.030,516.1,0.094,516.1,0.173,516.1,0.263,516.1,0.346,516.1,0.046,516.1,0.084
516.9,-0.000,516.9,-0.001,516.9,-0.000,516.9,0.029,516.9,0.091,516.9,0.168,516.9,0.256,516.9,0.340,516.9,0.045,516.9,0.081
517.7,-0.000,517.7,-0.001,517.7,0.000,517.7,0.028,517.7,0.088,517.7,0.164,517.7,0.249,517.7,0.331,517.7,0.044,517.7,0.079
518.5,-0.000,518.5,-0.001,518.5,0.000,518.5,0.027,518.5,0.086,518.5,0.159,518.5,0.242,518.5,0.322,518.5,0.043,518.5,0.076
519.3,-0.001,519.3,-0.000,519.3,0.000,519.3,0.025,519.3,0.083,519.3,0.156,519.3,0.235,519.3,0.313,519.3,0.042,519.3,0.074
520.1,-0.000,520.1,-0.000,520.1,-0.000,520.1,0.025,520.1,0.082,520.1,0.151,520.1,0.228,520.1,0.305,520.1,0.040,520.1,0.071
520.9,-0.001,520.9,-0.001,520.9,-0.000,520.9,0.024,520.9,0.077,520.9,0.146,520.9,0.220,520.9,0.297,520.9,0.038,520.9,0.069
521.6,-0.001,521.6,-0.001,521.6,0.000,521.6,0.024,521.6,0.075,521.6,0.140,521.6,0.216,521.6,0.290,521.6,0.037,521.6,0.067
522.4,-0.001,522.4,-0.001,522.4,-0.000,522.4,0.023,522.4,0.072,522.4,0.135,522.4,0.210,522.4,0.281,522.4,0.036,522.4,0.065
523.2,0.000,523.2,-0.000,523.2,0.000,523.2,0.023,523.2,0.071,523.2,0.131,523.2,0.204,523.2,0.274,523.2,0.035,523.2,0.063
524.0,-0.000,524.0,-0.001,524.0,-0.000,524.0,0.022,524.0,0.069,524.0,0.129,524.0,0.199,524.0,0.267,524.0,0.034,524.0,0.060
524.8,0.000,524.8,-0.000,524.8,0.000,524.8,0.022,524.8,0.068,524.8,0.128,524.8,0.197,524.8,0.263,524.8,0.034,524.8,0.060
525.6,-0.001,525.6,-0.000,525.6,-0.000,525.6,0.021,525.6,0.065,525.6,0.124,525.6,0.192,525.6,0.256,525.6,0.033,525.6,0.058
526.4,-0.000,526.4,-0.000,526.4,0.000,526.4,0.021,526.4,0.063,526.4,0.118,526.4,0.186,526.4,0.247,526.4,0.031,526.4,0.057
527.2,-0.001,527.2,-0.001,527.2,-0.000,527.2,0.019,527.2,0.059,527.2,0.113,527.2,0.179,527.2,0.239,527.2,0.029,527.2,0.054
528.0,-0.001,528.0,-0.000,528.0,-0.000,528.0,0.018,528.0,0.058,528.0,0.110,528.0,0.173,528.0,0.233,528.0,0.029,528.0,0.052
528.8,-0.001,528.8,-0.000,528.8,-0.001,528.8,0.018,528.8,0.056,528.8,0.107,528.8,0.167,528.8,0.227,528.8,0.028,528.8,0.049
529.6,-0.001,529.6,-0.000,529.6,-0.001,529.6,0.017,529.6,0.054,529.6,0.103,529.6,0.161,529.6,0.219,529.6,0.027,529.6,0.047
530.4,-0.001,530.4,-0.000,530.4,-0.001,530.4,0.017,530.4,0.052,530.4,0.099,530.4,0.157,530.4,0.213,530.4,0.026,530.4,0.046
531.1,-0.000,531.1,-0.000,531.1,-0.000,531.1,0.017,531.1,0.050,531.1,0.096,531.1,0.152,531.1,0.208,531.1,0.026,531.1,0.045
531.9,-0.000,531.9,-0.000,531.9,-0.000,531.9,0.017,531.9,0.048,531.9,0.092,531.9,0.148,531.9,0.201,531.9,0.026,531.9,0.044
532.7,0.000,532.7,0.000,532.7,-0.000,532.7,0.017,532.7,0.047,532.7,0.090,532.7,0.143,532.7,0.193,532.7,0.025,532.7,0.042
533.5,-0.000,533.5,0.001,533.5,-0.000,533.5,0.016,533.5,0.045,533.5,0.087,533.5,0.138,533.5,0.188,533.5,0.023,533.5,0.041
534.3,0.000,534.3,0.000,534.3,-0.000,534.3,0.015,534.3,0.044,534.3,0.084,534.3,0.134,534.3,0.185,534.3,0.023,534.3,0.039
535.1,-0.001,535.1,-0.001,535.1,0.000,535.1,0.015,535.1,0.044,535.1,0.082,535.1,0.129,535.1,0.180,535.1,0.023,535.1,0.039
535.9,-0.001,535.9,-0.001,535.9,-0.001,535.9,0.016,535.9,0.042,535.9,0.079,535.9,0.124,535.9,0.174,535.9,0.022,535.9,0.038
536.7,-0.001,536.7,-0.000,536.7,-0.001,536.7,0.015,536.7,0.041,536.7,0.076,536.7,0.121,536.7,0.167,536.7,0.021,536.7,0.036
537.5,0.000,537.5,-0.001,537.5,-0.001,537.5,0.014,537.5,0.038,537.5,0.072,537.5,0.117,537.5,0.163,537.5,0.020,537.5,0.035
538.3,0.000,538.3,-0.000,538.3,-0.000,538.3,0.014,538.3,0.037,538.3,0.070,538.3,0.113,538.3,0.156,538.3,0.021,538.3,0.033
539.1,0.001,539.1,-0.001,539.1,0.000,539.1,0.013,539.1,0.035,539.1,0.067,539.1,0.108,539.1,0.150,539.1,0.019,539.1,0.032
539.9,0.000,539.9,-0.001,539.9,0.000,539.9,0.013,539.9,0.033,539.9,0.065,539.9,0.105,539.9,0.145,539.9,0.019,539.9,0.032
540.6,-0.001,540.6,-0.001,540.6,-0.000,540.6,0.012,540.6,0.032,540.6,0.062,540.6,0.101,540.6,0.142,540.6,0.019,540.6,0.030
541.4,-0.000,541.4,-0.001,541.4,-0.001,541.4,0.012,541.4,0.032,541.4,0.061,541.4,0.100,541.4,0.138,541.4,0.019,541.4,0.029
542.2,-0.000,542.2,-0.000,542.2,-0.001,542.2,0.012,542.2,0.033,542.2,0.059,542.2,0.096,542.2,0.133,542.2,0.018,542.2,0.028
543.0,0.000,543.0,-0.000,543.0,-0.001,543.0,0.011,543.0,0.031,543.0,0.058,543.0,0.094,543.0,0.129,543.0,0.017,543.0,0.028
543.8,-0.000,543.8,-0.001,543.8,0.000,543.8,0.012,543.8,0.031,543.8,0.055,543.8,0.089,543.8,0.125,543.8,0.016,543.8,0.027
544.6,-0.000,544.6,-0.001,544.6,0.000,544.6,0.012,544.6,0.029,544.6,0.053,544.6,0.085,544.6,0.121,544.6,0.015,544.6,0.026
545.4,-0.000,545.4,-0.001,545.4,0.000,545.4,0.011,545.4,0.028,545.4,0.051,545.4,0.083,545.4,0.116,545.4,0.015,545.4,0.025
546.2,-0.001,546.2,-0.001,546.2,-0.001,546.2,0.010,546.2,0.027,546.2,0.048,546.2,0.079,546.2,0.112,546.2,0.015,546.2,0.024
547.0,-0.001,547.0,-0.001,547.0,-0.000,547.0,0.008,547.0,0.025,547.0,0.046,547.0,0.076,547.0,0.107,547.0,0.015,547.0,0.023
547.8,-0.002,547.8,-0.001,547.8,-0.000,547.8,0.008,547.8,0.024,547.8,0.044,547.8,0.072,547.8,0.101,547.8,0.013,547.8,0.021
548.6,-0.002,548.6,-0.001,548.6,-0.000,548.6,0.009,548.6,0.023,548.6,0.043,548.6,0.069,548.6,0.097,548.6,0.014,548.6,0.021
549.4,-0.001,549.4,0.000,549.4,-0.000,549.4,0.010,549.4,0.023,549.4,0.042,549.4,0.067,549.4,0.096,549.4,0.014,549.4,0.022
550.1,-0.000,550.1,0.000,550.1,0.000,550.1,0.010,550.1,0.024,550.1,0.041,550.1,0.065,550.1,0.093,550.1,0.014,550.1,0.022
550.9,0.000,550.9,0.000,550.9,0.001,550.9,0.009,550.9,0.023,550.9,0.040,550.9,0.063,550.9,0.090,550.9,0.014,550.9,0.020
551.7,0.000,551.7,0.001,551.7,0.000,551.7,0.009,551.7,0.023,551.7,0.038,551.7,0.062,551.7,0.085,551.7,0.013,551.7,0.019
552.5,-0.000,552.5,0.001,552.5,-0.000,552.5,0.009,552.5,0.021,552.5,0.036,552.5,0.061,552.5,0.081,552.5,0.012,552.5,0.018
553.3,-0.001,553.3,0.001,553.3,0.000,553.3,0.008,553.3,0.020,553.3,0.035,553.3,0.058,553.3,0.079,553.3,0.011,553.3,0.018
554.1,-0.001,554.1,0.000,554.1,-0.000,554.1,0.008,554.1,0.019,554.1,0.034,554.1,0.055,554.1,0.075,554.1,0.012,554.1,0.018
554.9,-0.001,554.9,-0.000,554.9,-0.001,554.9,0.008,554.9,0.018,554.9,0.033,554.9,0.052,554.9,0.072,554.9,0.011,554.9,0.017
555.7,-0.001,555.7,-0.001,555.7,-0.001,555.7,0.008,555.7,0.017,555.7,0.032,555.7,0.049,555.7,0.069,555.7,0.011,555.7,0.017
556.5,-0.001,556.5,-0.001,556.5,-0.001,556.5,0.007,556.5,0.017,556.5,0.031,556.5,0.047,556.5,0.067,556.5,0.010,556.5,0.016
557.3,-0.001,557.3,-0.001,557.3,-0.000,557.3,0.007,557.3,0.017,557.3,0.030,557.3,0.046,557.3,0.065,557.3,0.010,557.3,0.016
558.1,-0.001,558.1,-0.000,558.1,-0.001,558.1,0.007,558.1,0.017,558.1,0.029,558.1,0.044,558.1,0.061,558.1,0.009,558.1,0.015
558.9,-0.000,558.9,-0.000,558.9,-0.000,558.9,0.007,558.9,0.016,558.9,0.028,558.9,0.042,558.9,0.059,558.9,0.009,558.9,0.015
559.6,-0.000,559.6,-0.000,559.6,0.000,559.6,0.007,559.6,0.015,559.6,0.027,559.6,0.041,559.6,0.057,559.6,0.009,559.6,0.015
560.4,-0.000,560.4,-0.000,560.4,0.000,560.4,0.006,560.4,0.015,560.4,0.026,560.4,0.040,560.4,0.056,560.4,0.009,560.4,0.015
561.2,-0.001,561.2,-0.001,561.2,0.000,561.2,0.007,561.2,0.015,561.2,0.025,561.2,0.039,561.2,0.053,561.2,0.009,561.2,0.014
562.0,-0.000,562.0,-0.000,562.0,0.000,562.0,0.006,562.0,0.014,562.0,0.024,562.0,0.037,562.0,0.050,562.0,0.009,562.0,0.013
562.8,0.000,562.8,-0.000,562.8,0.000,562.8,0.007,562.8,0.014,562.8,0.024,562.8,0.035,562.8,0.048,562.8,0.008,562.8,0.013
563.6,-0.000,563.6,-0.000,563.6,0.000,563.6,0.006,563.6,0.013,563.6,0.022,563.6,0.033,563.6,0.046,563.6,0.008,563.6,0.012
564.4,0.000,564.4,-0.001,564.4,0.000,564.4,0.006,564.4,0.012,564.4,0.021,564.4,0.031,564.4,0.045,564.4,0.008,564.4,0.011
565.2,-0.000,565.2,-0.001,565.2,0.000,565.2,0.005,565.2,0.012,565.2,0.020,565.2,0.030,565.2,0.042,565.2,0.008,565.2,0.011
566.0,-0.000,566.0,-0.000,566.0,0.000,566.0,0.005,566.0,0.012,566.0,0.021,566.0,0.030,566.0,0.040,566.0,0.008,566.0,0.011
566.8,-0.001,566.8,-0.000,566.8,0.000,566.8,0.005,566.8,0.012,566.8,0.020,566.8,0.029,566.8,0.039,566.8,0.008,566.8,0.011
567.6,-0.000,567.6,0.000,567.6,0.000,567.6,0.005,567.6,0.012,567.6,0.020,567.6,0.029,567.6,0.038,567.6,0.008,567.6,0.010
568.3,0.000,568.3,0.000,568.3,0.000,568.3,0.005,568.3,0.011,568.3,0.019,568.3,0.028,568.3,0.037,568.3,0.007,568.3,0.010
569.1,0.001,569.1,0.000,569.1,0.000,569.1,0.005,569.1,0.011,569.1,0.018,569.1,0.027,569.1,0.036,569.1,0.007,569.1,0.010
569.9,0.000,569.9,-0.001,569.9,-0.000,569.9,0.004,569.9,0.010,569.9,0.017,569.9,0.025,569.9,0.035,569.9,0.007,569.9,0.010
570.7,-0.000,570.7,-0.001,570.7,-0.000,570.7,0.004,570.7,0.010,570.7,0.017,570.7,0.023,570.7,0.033,570.7,0.007,570.7,0.009
571.5,-0.000,571.5,-0.001,571.5,-0.000,571.5,0.004,571.5,0.010,571.5,0.017,571.5,0.023,571.5,0.032,571.5,0.006,571.5,0.009
572.3,-0.000,572.3,-0.001,572.3,-0.001,572.3,0.004,572.3,0.010,572.3,0.016,572.3,0.023,572.3,0.030,572.3,0.006,572.3,0.008
573.1,-0.000,573.1,-0.001,573.1,-0.001,573.1,0.004,573.1,0.009,573.1,0.015,573.1,0.022,573.1,0.029,573.1,0.005,573.1,0.008
573.9,-0.000,573.9,-0.000,573.9,-0.001,573.9,0.004,573.9,0.009,573.9,0.015,573.9,0.022,573.9,0.029,573.9,0.005,573.9,0.007
574.7,-0.001,574.7,-0.001,574.7,-0.001,574.7,0.003,574.7,0.008,574.7,0.015,574.7,0.021,574.7,0.028,574.7,0.005,574.7,0.007
575.5,-0.001,575.5,-0.001,575.5,-0.001,575.5,0.003,575.5,0.009,575.5,0.014,575.5,0.020,575.5,0.026,575.5,0.005,575.5,0.007
576.3,-0.000,576.3,-0.001,576.3,-0.000,576.3,0.004,576.3,0.008,576.3,0.014,576.3,0.019,576.3,0.025,576.3,0.005,576.3,0.007
577.1,-0.000,577.1,-0.000,577.1,0.000,577.1,0.005,577.1,0.008,577.1,0.013,577.1,0.020,577.1,0.025,577.1,0.005,577.1,0.007
577.8,-0.000,577.8,-0.001,577.8,0.000,577.8,0.004,577.8,0.007,577.8,0.013,577.8,0.019,577.8,0.025,577.8,0.005,577.8,0.007
578.6,-0.001,578.6,-0.001,578.6,0.000,578.6,0.003,578.6,0.007,578.6,0.012,578.6,0.018,578.6,0.023,578.6,0.004,578.6,0.006
579.4,-0.001,579.4,-0.001,579.4,-0.000,579.4,0.003,579.4,0.006,579.4,0.011,579.4,0.016,579.4,0.021,579.4,0.004,579.4,0.006
580.2,-0.001,580.2,-0.001,580.2,-0.000,580.2,0.003,580.2,0.006,580.2,0.011,580.2,0.015,580.2,0.020,580.2,0.004,580.2,0.006
581.0,-0.002,581.0,-0.001,581.0,0.000,581.0,0.002,581.0,0.006,581.0,0.011,581.0,0.015,581.0,0.020,581.0,0.004,581.0,0.006
581.8,-0.001,581.8,-0.001,581.8,0.000,581.8,0.002,581.8,0.006,581.8,0.011,581.8,0.016,581.8,0.020,581.8,0.003,581.8,0.006
582.6,-0.001,582.6,-0.001,582.6,0.001,582.6,0.003,582.6,0.006,582.6,0.012,582.6,0.015,582.6,0.019,582.6,0.004,582.6,0.006
583.4,-0.001,583.4,-0.001,583.4,0.000,583.4,0.003,583.4,0.007,583.4,0.012,583.4,0.014,583.4,0.019,583.4,0.004,583.4,0.005
584.2,-0.001,584.2,-0.001,584.2,-0.000,584.2,0.003,584.2,0.006,584.2,0.011,584.2,0.014,584.2,0.018,584.2,0.005,584.2,0.006
585.0,-0.001,585.0,-0.001,585.0,-0.001,585.0,0.003,585.0,0.006,585.0,0.010,585.0,0.014,585.0,0.017,585.0,0.004,585.0,0.005
585.8,-0.000,585.8,-0.001,585.8,-0.000,585.8,0.003,585.8,0.006,585.8,0.009,585.8,0.015,585.8,0.017,585.8,0.004,585.8,0.006
586.6,0.000,586.6,-0.000,586.6,0.001,586.6,0.003,586.6,0.006,586.6,0.010,586.6,0.014,586.6,0.017,586.6,0.004,586.6,0.006
587.3,-0.000,587.3,-0.001,587.3,0.001,587.3,0.003,587.3,0.006,587.3,0.009,587.3,0.014,587.3,0.017,587.3,0.004,587.3,0.005
588.1,-0.000,588.1,-0.001,588.1,0.000,588.1,0.002,588.1,0.006,588.1,0.010,588.1,0.014,588.1,0.017,588.1,0.004,588.1,0.006
588.8,-0.000,588.8,-0.002,588.8,-0.001,588.8,0.002,588.8,0.006,588.8,0.009,588.8,0.014,588.8,0.016,588.8,0.003,588.8,0.005
589.6,-0.000,589.6,-0.001,589.6,-0.000,589.6,0.002,589.6,0.006,589.6,0.008,589.6,0.013,589.6,0.015,589.6,0.004,589.6,0.005
590.3,-0.000,590.3,-0.001,590.3,-0.000,590.3,0.002,590.3,0.006,590.3,0.008,590.3,0.012,590.3,0.015,590.3,0.003,590.3,0.004
591.0,-0.000,591.0,0.000,591.0,0.001,591.0,0.003,591.0,0.006,591.0,0.008,591.0,0.011,591.0,0.015,591.0,0.004,591.0,0.005
591.7,-0.001,591.7,0.000,591.7,-0.000,591.7,0.002,591.7,0.005,591.7,0.008,591.7,0.011,591.7,0.014,591.7,0.003,591.7,0.005
592.5,0.000,592.5,0.000,592.5,0.000,592.5,0.002,592.5,0.005,592.5,0.009,592.5,0.012,592.5,0.014,592.5,0.004,592.5,0.005
593.2,-0.000,593.2,0.000,593.2,-0.001,593.2,0.002,593.2,0.004,593.2,0.008,593.2,0.011,593.2,0.013,593.2,0.003,593.2,0.005
593.9,-0.000,593.9,0.000,593.9,0.000,593.9,0.002,593.9,0.004,593.9,0.008,593.9,0.011,593.9,0.013,593.9,0.003,593.9,0.005
594.7,-0.000,594.7,-0.000,594.7,0.001,594.7,0.002,594.7,0.005,594.7,0.008,594.7,0.010,594.7,0.012,594.7,0.003,594.7,0.005
595.4,-0.000,595.4,-0.000,595.4,0.001,595.4,0.001,595.4,0.004,595.4,0.007,595.4,0.010,595.4,0.012,595.4,0.003,595.4,0.005
596.1,-0.000,596.1,-0.001,596.1,-0.000,596.1,0.001,596.1,0.004,596.1,0.007,596.1,0.009,596.1,0.011,596.1,0.002,596.1,0.004
596.8,-0.001,596.8,-0.001,596.8,-0.001,596.8,0.000,596.8,0.004,596.8,0.006,596.8,0.008,596.8,0.011,596.8,0.002,596.8,0.003
597.6,-0.001,597.6,-0.001,597.6,-0.001,597.6,0.001,597.6,0.004,597.6,0.006,597.6,0.008,597.6,0.011,597.6,0.002,597.6,0.003
598.3,-0.001,598.3,-0.000,598.3,0.000,598.3,0.002,598.3,0.004,598.3,0.006,598.3,0.009,598.3,0.011,598.3,0.003,598.3,0.004
599.0,-0.000,599.0,-0.000,599.0,0.000,599.0,0.002,599.0,0.003,599.0,0.006,599.0,0.008,599.0,0.010,599.0,0.003,599.0,0.004
599.7,-0.000,599.7,0.000,599.7,-0.000,599.7,0.002,599.7,0.003,599.7,0.006,599.7,0.008,599.7,0.010,599.7,0.003,599.7,0.004
600.5,-0.000,600.5,0.000,600.5,-0.000,600.5,0.002,600.5,0.004,600.5,0.005,600.5,0.009,600.5,0.009,600.5,0.003,600.5,0.004
601.2,0.000,601.2,0.001,601.2,-0.000,601.2,0.002,601.2,0.004,601.2,0.005,601.2,0.009,601.2,0.009,601.2,0.003,601.2,0.004
601.9,0.000,601.9,0.000,601.9,-0.000,601.9,0.002,601.9,0.005,601.9,0.005,601.9,0.008,601.9,0.010,601.9,0.003,601.9,0.004
602.7,0.001,602.7,-0.000,602.7,-0.000,602.7,0.002,602.7,0.004,602.7,0.005,602.7,0.007,602.7,0.009,602.7,0.002,602.7,0.003
603.4,0.001,603.4,-0.001,603.4,-0.000,603.4,0.002,603.4,0.004,603.4,0.005,603.4,0.007,603.4,0.009,603.4,0.002,603.4,0.003
604.1,-0.000,604.1,-0.001,604.1,0.000,604.1,0.001,604.1,0.003,604.1,0.005,604.1,0.007,604.1,0.009,604.1,0.002,604.1,0.003
604.8,-0.002,604.8,-0.001,604.8,-0.000,604.8,0.001,604.8,0.003,604.8,0.005,604.8,0.006,604.8,0.008,604.8,0.001,604.8,0.002
605.6,-0.002,605.6,-0.001,605.6,-0.000,605.6,0.001,605.6,0.002,605.6,0.005,605.6,0.006,605.6,0.007,605.6,0.001,605.6,0.001
606.3,-0.001,606.3,-0.000,606.3,-0.000,606.3,0.001,606.3,0.003,606.3,0.005,606.3,0.006,606.3,0.007,606.3,0.002,606.3,0.002
607.0,-0.001,607.0,-0.001,607.0,-0.001,607.0,0.000,607.0,0.002,607.0,0.004,607.0,0.006,607.0,0.007,607.0,0.002,607.0,0.002
607.7,-0.001,607.7,-0.001,607.7,-0.001,607.7,0.000,607.7,0.002,607.7,0.003,607.7,0.006,607.7,0.007,607.7,0.002,607.7,0.002
608.5,-0.001,608.5,-0.001,608.5,-0.001,608.5,0.001,608.5,0.002,608.5,0.004,608.5,0.005,608.5,0.007,608.5,0.002,608.5,0.002
609.2,-0.000,609.2,-0.000,609.2,-0.000,609.2,0.002,609.2,0.002,609.2,0.004,609.2,0.005,609.2,0.006,609.2,0.002,609.2,0.002
609.9,-0.001,609.9,-0.001,609.9,-0.001,609.9,0.001,609.9,0.002,609.9,0.003,609.9,0.005,609.9,0.006,609.9,0.001,609.9,0.002
610.7,-0.001,610.7,-0.000,610.7,-0.000,610.7,0.001,610.7,0.003,610.7,0.004,610.7,0.005,610.7,0.006,610.7,0.001,610.7,0.002
611.4,-0.001,611.4,-0.001,611.4,-0.001,611.4,0.000,611.4,0.002,611.4,0.003,611.4,0.005,611.4,0.006,611.4,0.001,611.4,0.002
612.1,-0.000,612.1,-0.001,612.1,-0.000,612.1,0.001,612.1,0.003,612.1,0.004,612.1,0.005,612.1,0.006,612.1,0.001,612.1,0.002
612.8,-0.001,612.8,-0.001,612.8,-0.001,612.8,0.000,612.8,0.003,612.8,0.003,612.8,0.005,612.8,0.006,612.8,0.001,612.8,0.002
613.6,-0.001,613.6,-0.001,613.6,-0.001,613.6,0.001,613.6,0.003,613.6,0.004,613.6,0.006,613.6,0.005,613.6,0.002,613.6,0.002
614.3,-0.001,614.3,-0.002,614.3,-0.001,614.3,-0.000,614.3,0.002,614.3,0.003,614.3,0.005,614.3,0.005,614.3,0.001,614.3,0.002
615.0,-0.001,615.0,-0.002,615.0,-0.001,615.0,-0.001,615.0,0.001,615.0,0.003,615.0,0.005,615.0,0.004,615.0,0.001,615.0,0.001
615.7,-0.001,615.7,-0.001,615.7,-0.001,615.7,-0.001,615.7,0.001,615.7,0.003,615.7,0.004,615.7,0.005,615.7,0.001,615.7,0.001
616.5,-0.001,616.5,-0.001,616.5,-0.001,616.5,-0.000,616.5,0.001,616.5,0.003,616.5,0.004,616.5,0.005,616.5,0.001,616.5,0.000
617.2,-0.001,617.2,-0.001,617.2,-0.001,617.2,0.001,617.2,0.002,617.2,0.003,617.2,0.004,617.2,0.005,617.2,0.001,617.2,0.001
617.9,-0.002,617.9,-0.001,617.9,-0.000,617.9,0.001,617.9,0.002,617.9,0.003,617.9,0.005,617.9,0.004,617.9,0.000,617.9,0.000
618.7,-0.002,618.7,-0.001,618.7,-0.000,618.7,0.001,618.7,0.002,618.7,0.003,618.7,0.004,618.7,0.004,618.7,0.000,618.7,-0.000
619.4,-0.001,619.4,0.000,619.4,-0.000,619.4,0.001,619.4,0.002,619.4,0.003,619.4,0.005,619.4,0.005,619.4,0.000,619.4,0.000
620.1,-0.000,620.1,0.000,620.1,-0.000,620.1,0.001,620.1,0.002,620.1,0.003,620.1,0.004,620.1,0.004,620.1,0.001,620.1,0.001
620.8,-0.000,620.8,-0.000,620.8,-0.000,620.8,0.001,620.8,0.002,620.8,0.003,620.8,0.004,620.8,0.004,620.8,0.001,620.8,0.001
621.6,0.000,621.6,-0.001,621.6,-0.000,621.6,0.001,621.6,0.002,621.6,0.003,621.6,0.004,621.6,0.004,621.6,0.001,621.6,0.001
622.3,0.000,622.3,-0.001,622.3,-0.001,622.3,0.001,622.3,0.002,622.3,0.004,622.3,0.004,622.3,0.003,622.3,0.001,622.3,0.001
